request_id,request_time,origin_zone,destination_zone
r0000001,72,cz1,cz1
r0000002,216,cz1,cz1
r0000003,360,cz1,cz2
r0000004,504,cz1,cz2
r0000005,648,cz1,cz3
r0000006,792,cz1,cz3
r0000007,936,cz1,cz4
r0000008,1080,cz2,cz1
r0000009,1224,cz2,cz1
r0000010,1368,cz2,cz2
r0000011,1512,cz2,cz2
r0000012,1656,cz2,cz3
r0000013,1800,cz2,cz3
r0000014,1944,cz2,cz4
r0000015,2088,cz3,cz1
r0000016,2232,cz3,cz1
r0000017,2376,cz3,cz2
r0000018,2520,cz3,cz3
r0000019,2664,cz3,cz3
r0000020,2808,cz3,cz4
r0000021,2952,cz4,cz1
r0000022,3096,cz4,cz2
r0000023,3240,cz4,cz3
r0000024,3384,cz4,cz3
r0000025,3528,cz4,cz4
r0000026,3720,cz1,cz1
r0000027,3960,cz1,cz2
r0000028,4200,cz1,cz3
r0000029,4440,cz1,cz4
r0000030,4680,cz2,cz1
r0000031,4920,cz2,cz2
r0000032,5160,cz2,cz3
r0000033,5400,cz2,cz4
r0000034,5640,cz3,cz1
r0000035,5880,cz3,cz2
r0000036,6120,cz3,cz3
r0000037,6360,cz3,cz4
r0000038,6600,cz4,cz1
r0000039,6840,cz4,cz2
r0000040,7080,cz4,cz3
r0000041,7380,cz1,cz1
r0000042,7740,cz1,cz2
r0000043,8100,cz1,cz3
r0000044,8460,cz2,cz1
r0000045,8820,cz2,cz2
r0000046,9180,cz2,cz3
r0000047,9540,cz3,cz1
r0000048,9900,cz3,cz3
r0000049,10260,cz3,cz4
r0000050,10620,cz4,cz3
r0000051,11100,cz1,cz1
r0000052,11700,cz1,cz2
r0000053,12300,cz1,cz3
r0000054,12900,cz2,cz1
r0000055,13500,cz3,cz1
r0000056,14100,cz3,cz3
r0000057,14700,cz1,cz1
r0000058,15300,cz1,cz2
r0000059,15900,cz1,cz3
r0000060,16500,cz2,cz1
r0000061,17100,cz3,cz1
r0000062,17700,cz3,cz3
r0000063,18128,cz1,cz1
r0000064,18385,cz1,cz2
r0000065,18642,cz1,cz3
r0000066,18900,cz1,cz4
r0000067,19157,cz2,cz1
r0000068,19414,cz2,cz2
r0000069,19671,cz2,cz3
r0000070,19928,cz2,cz4
r0000071,20185,cz3,cz1
r0000072,20442,cz3,cz2
r0000073,20700,cz3,cz3
r0000074,20957,cz3,cz4
r0000075,21214,cz4,cz1
r0000076,21471,cz4,cz3
r0000077,21635,cz1,cz1
r0000078,21705,cz1,cz1
r0000079,21776,cz1,cz1
r0000080,21847,cz1,cz1
r0000081,21917,cz1,cz2
r0000082,21988,cz1,cz2
r0000083,22058,cz1,cz2
r0000084,22129,cz1,cz3
r0000085,22200,cz1,cz3
r0000086,22270,cz1,cz3
r0000087,22341,cz1,cz3
r0000088,22411,cz1,cz3
r0000089,22482,cz1,cz4
r0000090,22552,cz1,cz4
r0000091,22623,cz1,cz4
r0000092,22694,cz2,cz1
r0000093,22764,cz2,cz1
r0000094,22835,cz2,cz1
r0000095,22905,cz2,cz2
r0000096,22976,cz2,cz2
r0000097,23047,cz2,cz2
r0000098,23117,cz2,cz3
r0000099,23188,cz2,cz3
r0000100,23258,cz2,cz3
r0000101,23329,cz2,cz4
r0000102,23400,cz2,cz4
r0000103,23470,cz3,cz1
r0000104,23541,cz3,cz1
r0000105,23611,cz3,cz1
r0000106,23682,cz3,cz1
r0000107,23752,cz3,cz2
