request_id,request_time,origin_zone,destination_zone
r0000001,180,cz1,cz1
r0000002,540,cz1,cz2
r0000003,900,cz1,cz3
r0000004,1260,cz2,cz1
r0000005,1620,cz2,cz2
r0000006,1980,cz2,cz3
r0000007,2340,cz3,cz1
r0000008,2700,cz3,cz3
r0000009,3060,cz3,cz4
r0000010,3420,cz4,cz3
r0000011,3900,cz1,cz1
r0000012,4500,cz1,cz2
r0000013,5100,cz1,cz3
r0000014,5700,cz2,cz1
r0000015,6300,cz3,cz1
r0000016,6900,cz3,cz3
r0000017,7650,cz1,cz1
r0000018,8550,cz1,cz3
r0000019,9450,cz3,cz1
r0000020,10350,cz3,cz3
r0000021,11400,cz1,cz3
r0000022,12600,cz3,cz1
r0000023,13800,cz3,cz3
r0000024,15000,cz1,cz3
r0000025,16200,cz3,cz1
r0000026,17400,cz3,cz3
r0000027,18300,cz1,cz1
r0000028,18900,cz1,cz2
r0000029,19500,cz1,cz3
r0000030,20100,cz2,cz1
r0000031,20700,cz3,cz1
r0000032,21300,cz3,cz3
r0000033,21685,cz1,cz1
r0000034,21857,cz1,cz1
r0000035,22028,cz1,cz2
r0000036,22200,cz1,cz3
r0000037,22371,cz1,cz3
r0000038,22542,cz1,cz4
r0000039,22714,cz2,cz1
r0000040,22885,cz2,cz1
r0000041,23057,cz2,cz2
r0000042,23228,cz2,cz3
r0000043,23400,cz2,cz4
r0000044,23571,cz3,cz1
r0000045,23742,cz3,cz1
r0000046,23914,cz3,cz2
r0000047,24085,cz3,cz3
r0000048,24257,cz3,cz3
r0000049,24428,cz3,cz4
r0000050,24600,cz4,cz1
r0000051,24771,cz4,cz2
r0000052,24942,cz4,cz3
r0000053,25114,cz4,cz4
r0000054,25229,cz1,cz1
r0000055,25288,cz1,cz1
r0000056,25347,cz1,cz1
r0000057,25406,cz1,cz1
r0000058,25465,cz1,cz1
r0000059,25524,cz1,cz2
r0000060,25583,cz1,cz2
r0000061,25642,cz1,cz2
r0000062,25701,cz1,cz2
r0000063,25760,cz1,cz3
r0000064,25819,cz1,cz3
r0000065,25878,cz1,cz3
r0000066,25937,cz1,cz3
r0000067,25996,cz1,cz3
r0000068,26055,cz1,cz4
r0000069,26114,cz1,cz4
r0000070,26173,cz1,cz4
r0000071,26232,cz2,cz1
