request_id,request_time,origin_zone,destination_zone
r0000001,28,cz1,cz1
r0000002,85,cz1,cz1
r0000003,142,cz1,cz1
r0000004,200,cz1,cz1
r0000005,257,cz1,cz1
r0000006,314,cz1,cz2
r0000007,371,cz1,cz2
r0000008,428,cz1,cz2
r0000009,485,cz1,cz2
r0000010,542,cz1,cz3
r0000011,600,cz1,cz3
r0000012,657,cz1,cz3
r0000013,714,cz1,cz3
r0000014,771,cz1,cz3
r0000015,828,cz1,cz4
r0000016,885,cz1,cz4
r0000017,942,cz1,cz4
r0000018,1000,cz2,cz1
r0000019,1057,cz2,cz1
r0000020,1114,cz2,cz1
r0000021,1171,cz2,cz1
r0000022,1228,cz2,cz2
r0000023,1285,cz2,cz2
r0000024,1342,cz2,cz2
r0000025,1400,cz2,cz2
r0000026,1457,cz2,cz3
r0000027,1514,cz2,cz3
r0000028,1571,cz2,cz3
r0000029,1628,cz2,cz3
r0000030,1685,cz2,cz4
r0000031,1742,cz2,cz4
r0000032,1800,cz2,cz4
r0000033,1857,cz3,cz1
r0000034,1914,cz3,cz1
r0000035,1971,cz3,cz1
r0000036,2028,cz3,cz1
r0000037,2085,cz3,cz1
r0000038,2142,cz3,cz2
r0000039,2200,cz3,cz2
r0000040,2257,cz3,cz2
r0000041,2314,cz3,cz2
r0000042,2371,cz3,cz3
r0000043,2428,cz3,cz3
r0000044,2485,cz3,cz3
r0000045,2542,cz3,cz3
r0000046,2600,cz3,cz3
r0000047,2657,cz3,cz4
r0000048,2714,cz3,cz4
r0000049,2771,cz3,cz4
r0000050,2828,cz3,cz4
r0000051,2885,cz4,cz1
r0000052,2942,cz4,cz1
r0000053,3000,cz4,cz1
r0000054,3057,cz4,cz1
r0000055,3114,cz4,cz2
r0000056,3171,cz4,cz2
r0000057,3228,cz4,cz2
r0000058,3285,cz4,cz3
r0000059,3342,cz4,cz3
r0000060,3400,cz4,cz3
r0000061,3457,cz4,cz3
r0000062,3514,cz4,cz4
r0000063,3571,cz4,cz4
