request_id,request_time,origin_zone,destination_zone
r0000001,85,cz1,cz1
r0000002,257,cz1,cz1
r0000003,428,cz1,cz2
r0000004,600,cz1,cz3
r0000005,771,cz1,cz3
r0000006,942,cz1,cz4
r0000007,1114,cz2,cz1
r0000008,1285,cz2,cz1
r0000009,1457,cz2,cz2
r0000010,1628,cz2,cz3
r0000011,1800,cz2,cz4
r0000012,1971,cz3,cz1
r0000013,2142,cz3,cz1
r0000014,2314,cz3,cz2
r0000015,2485,cz3,cz3
r0000016,2657,cz3,cz3
r0000017,2828,cz3,cz4
r0000018,3000,cz4,cz1
r0000019,3171,cz4,cz2
r0000020,3342,cz4,cz3
r0000021,3514,cz4,cz4
r0000022,3738,cz1,cz1
r0000023,4015,cz1,cz2
r0000024,4292,cz1,cz3
r0000025,4569,cz1,cz4
r0000026,4846,cz2,cz1
r0000027,5123,cz2,cz2
r0000028,5400,cz2,cz3
r0000029,5676,cz3,cz1
r0000030,5953,cz3,cz2
r0000031,6230,cz3,cz3
r0000032,6507,cz3,cz4
r0000033,6784,cz4,cz1
r0000034,7061,cz4,cz3
r0000035,7425,cz1,cz1
r0000036,7875,cz1,cz2
r0000037,8325,cz1,cz3
r0000038,8775,cz2,cz1
r0000039,9225,cz2,cz2
r0000040,9675,cz3,cz1
r0000041,10125,cz3,cz3
r0000042,10575,cz4,cz3
r0000043,11160,cz1,cz1
r0000044,11880,cz1,cz3
r0000045,12600,cz2,cz1
r0000046,13320,cz3,cz1
r0000047,14040,cz3,cz3
r0000048,14760,cz1,cz1
r0000049,15480,cz1,cz3
r0000050,16200,cz2,cz1
r0000051,16920,cz3,cz1
r0000052,17640,cz3,cz3
r0000053,18150,cz1,cz1
r0000054,18450,cz1,cz2
r0000055,18750,cz1,cz3
r0000056,19050,cz2,cz1
r0000057,19350,cz2,cz2
r0000058,19650,cz2,cz3
r0000059,19949,cz3,cz1
r0000060,20250,cz3,cz2
r0000061,20550,cz3,cz3
r0000062,20850,cz3,cz4
r0000063,21150,cz4,cz1
r0000064,21450,cz4,cz3
r0000065,21641,cz1,cz1
r0000066,21725,cz1,cz1
r0000067,21809,cz1,cz1
r0000068,21893,cz1,cz2
r0000069,21976,cz1,cz2
r0000070,22060,cz1,cz2
r0000071,22144,cz1,cz3
r0000072,22227,cz1,cz3
r0000073,22311,cz1,cz3
r0000074,22395,cz1,cz3
r0000075,22479,cz1,cz4
r0000076,22562,cz1,cz4
r0000077,22646,cz2,cz1
r0000078,22730,cz2,cz1
r0000079,22813,cz2,cz1
r0000080,22897,cz2,cz2
r0000081,22981,cz2,cz2
r0000082,23065,cz2,cz2
r0000083,23148,cz2,cz3
r0000084,23232,cz2,cz3
r0000085,23316,cz2,cz3
r0000086,23400,cz2,cz4
r0000087,23483,cz2,cz4
r0000088,23567,cz3,cz1
r0000089,23651,cz3,cz1
r0000090,23734,cz3,cz1
r0000091,23818,cz3,cz2
r0000092,23902,cz3,cz2
r0000093,23986,cz3,cz3
r0000094,24069,cz3,cz3
r0000095,24153,cz3,cz3
r0000096,24237,cz3,cz3
r0000097,24320,cz3,cz4
r0000098,24404,cz3,cz4
r0000099,24488,cz4,cz1
r0000100,24572,cz4,cz1
r0000101,24655,cz4,cz2
r0000102,24739,cz4,cz2
r0000103,24823,cz4,cz3
r0000104,24906,cz4,cz3
r0000105,24990,cz4,cz3
r0000106,25074,cz4,cz4
r0000107,25158,cz4,cz4
r0000108,25214,cz1,cz1
r0000109,25244,cz1,cz1
r0000110,25274,cz1,cz1
r0000111,25304,cz1,cz1
r0000112,25333,cz1,cz1
r0000113,25363,cz1,cz1
r0000114,25393,cz1,cz1
r0000115,25423,cz1,cz1
r0000116,25452,cz1,cz1
r0000117,25482,cz1,cz1
r0000118,25512,cz1,cz2
r0000119,25542,cz1,cz2
r0000120,25571,cz1,cz2
r0000121,25601,cz1,cz2
r0000122,25631,cz1,cz2
r0000123,25661,cz1,cz2
r0000124,25690,cz1,cz2
r0000125,25720,cz1,cz2
r0000126,25750,cz1,cz3
r0000127,25780,cz1,cz3
r0000128,25809,cz1,cz3
r0000129,25839,cz1,cz3
r0000130,25869,cz1,cz3
r0000131,25899,cz1,cz3
r0000132,25928,cz1,cz3
r0000133,25958,cz1,cz3
r0000134,25988,cz1,cz3
r0000135,26018,cz1,cz3
r0000136,26047,cz1,cz4
r0000137,26077,cz1,cz4
r0000138,26107,cz1,cz4
r0000139,26137,cz1,cz4
r0000140,26166,cz1,cz4
r0000141,26196,cz1,cz4
r0000142,26226,cz1,cz4
r0000143,26256,cz2,cz1
r0000144,26285,cz2,cz1
r0000145,26315,cz2,cz1
r0000146,26345,cz2,cz1
r0000147,26375,cz2,cz1
r0000148,26404,cz2,cz1
r0000149,26434,cz2,cz1
r0000150,26464,cz2,cz1
r0000151,26494,cz2,cz2
r0000152,26523,cz2,cz2
r0000153,26553,cz2,cz2
r0000154,26583,cz2,cz2
r0000155,26613,cz2,cz2
r0000156,26642,cz2,cz2
r0000157,26672,cz2,cz2
r0000158,26702,cz2,cz3
r0000159,26732,cz2,cz3
r0000160,26761,cz2,cz3
r0000161,26791,cz2,cz3
r0000162,26821,cz2,cz3
r0000163,26851,cz2,cz3
r0000164,26880,cz2,cz3
r0000165,26910,cz2,cz4
r0000166,26940,cz2,cz4
r0000167,26970,cz2,cz4
r0000168,27000,cz2,cz4
r0000169,27029,cz2,cz4
r0000170,27059,cz3,cz1
r0000171,27089,cz3,cz1
r0000172,27119,cz3,cz1
r0000173,27148,cz3,cz1
r0000174,27178,cz3,cz1
r0000175,27208,cz3,cz1
r0000176,27238,cz3,cz1
r0000177,27267,cz3,cz1
r0000178,27297,cz3,cz1
r0000179,27327,cz3,cz1
r0000180,27357,cz3,cz2
r0000181,27386,cz3,cz2
r0000182,27416,cz3,cz2
r0000183,27446,cz3,cz2
r0000184,27476,cz3,cz2
r0000185,27505,cz3,cz2
r0000186,27535,cz3,cz2
r0000187,27565,cz3,cz3
r0000188,27595,cz3,cz3
r0000189,27624,cz3,cz3
r0000190,27654,cz3,cz3
r0000191,27684,cz3,cz3
r0000192,27714,cz3,cz3
r0000193,27743,cz3,cz3
r0000194,27773,cz3,cz3
r0000195,27803,cz3,cz3
r0000196,27833,cz3,cz3
r0000197,27862,cz3,cz3
r0000198,27892,cz3,cz4
r0000199,27922,cz3,cz4
r0000200,27952,cz3,cz4
r0000201,27981,cz3,cz4
r0000202,28011,cz3,cz4
r0000203,28041,cz3,cz4
r0000204,28071,cz3,cz4
r0000205,28100,cz4,cz1
r0000206,28130,cz4,cz1
r0000207,28160,cz4,cz1
r0000208,28190,cz4,cz1
r0000209,28219,cz4,cz1
r0000210,28249,cz4,cz1
r0000211,28279,cz4,cz1
r0000212,28309,cz4,cz2
r0000213,28338,cz4,cz2
r0000214,28368,cz4,cz2
r0000215,28398,cz4,cz2
r0000216,28428,cz4,cz2
r0000217,28457,cz4,cz3
r0000218,28487,cz4,cz3
r0000219,28517,cz4,cz3
r0000220,28547,cz4,cz3
r0000221,28576,cz4,cz3
r0000222,28606,cz4,cz3
r0000223,28636,cz4,cz3
r0000224,28666,cz4,cz4
r0000225,28695,cz4,cz4
r0000226,28725,cz4,cz4
r0000227,28755,cz4,cz4
r0000228,28785,cz4,cz4
r0000229,28809,cz1,cz1
r0000230,28827,cz1,cz1
r0000231,28845,cz1,cz1
r0000232,28864,cz1,cz1
r0000233,28882,cz1,cz1
r0000234,28901,cz1,cz1
r0000235,28919,cz1,cz1
r0000236,28937,cz1,cz1
r0000237,28956,cz1,cz1
r0000238,28974,cz1,cz1
r0000239,28992,cz1,cz1
r0000240,29011,cz1,cz1
r0000241,29029,cz1,cz1
r0000242,29047,cz1,cz1
r0000243,29066,cz1,cz1
r0000244,29084,cz1,cz1
r0000245,29103,cz1,cz2
r0000246,29121,cz1,cz2
r0000247,29139,cz1,cz2
r0000248,29158,cz1,cz2
r0000249,29176,cz1,cz2
r0000250,29194,cz1,cz2
r0000251,29213,cz1,cz2
r0000252,29231,cz1,cz2
r0000253,29250,cz1,cz2
r0000254,29268,cz1,cz2
r0000255,29286,cz1,cz2
r0000256,29305,cz1,cz2
r0000257,29323,cz1,cz3
r0000258,29341,cz1,cz3
r0000259,29360,cz1,cz3
r0000260,29378,cz1,cz3
r0000261,29396,cz1,cz3
r0000262,29415,cz1,cz3
r0000263,29433,cz1,cz3
r0000264,29452,cz1,cz3
r0000265,29470,cz1,cz3
r0000266,29488,cz1,cz3
r0000267,29507,cz1,cz3
r0000268,29525,cz1,cz3
r0000269,29543,cz1,cz3
r0000270,29562,cz1,cz3
r0000271,29580,cz1,cz3
r0000272,29598,cz1,cz3
r0000273,29617,cz1,cz4
r0000274,29635,cz1,cz4
r0000275,29654,cz1,cz4
r0000276,29672,cz1,cz4
r0000277,29690,cz1,cz4
r0000278,29709,cz1,cz4
r0000279,29727,cz1,cz4
r0000280,29745,cz1,cz4
r0000281,29764,cz1,cz4
r0000282,29782,cz1,cz4
r0000283,29801,cz1,cz4
r0000284,29819,cz2,cz1
r0000285,29837,cz2,cz1
r0000286,29856,cz2,cz1
r0000287,29874,cz2,cz1
r0000288,29892,cz2,cz1
r0000289,29911,cz2,cz1
r0000290,29929,cz2,cz1
r0000291,29947,cz2,cz1
r0000292,29966,cz2,cz1
r0000293,29984,cz2,cz1
r0000294,30003,cz2,cz1
r0000295,30021,cz2,cz1
r0000296,30039,cz2,cz2
r0000297,30058,cz2,cz2
r0000298,30076,cz2,cz2
r0000299,30094,cz2,cz2
r0000300,30113,cz2,cz2
r0000301,30131,cz2,cz2
r0000302,30150,cz2,cz2
r0000303,30168,cz2,cz2
r0000304,30186,cz2,cz2
r0000305,30205,cz2,cz2
r0000306,30223,cz2,cz2
r0000307,30241,cz2,cz2
r0000308,30260,cz2,cz3
r0000309,30278,cz2,cz3
r0000310,30296,cz2,cz3
r0000311,30315,cz2,cz3
r0000312,30333,cz2,cz3
r0000313,30352,cz2,cz3
r0000314,30370,cz2,cz3
r0000315,30388,cz2,cz3
r0000316,30407,cz2,cz3
r0000317,30425,cz2,cz3
r0000318,30443,cz2,cz3
r0000319,30462,cz2,cz3
r0000320,30480,cz2,cz4
r0000321,30498,cz2,cz4
r0000322,30517,cz2,cz4
r0000323,30535,cz2,cz4
r0000324,30554,cz2,cz4
r0000325,30572,cz2,cz4
r0000326,30590,cz2,cz4
r0000327,30609,cz2,cz4
r0000328,30627,cz2,cz4
r0000329,30645,cz3,cz1
r0000330,30664,cz3,cz1
r0000331,30682,cz3,cz1
r0000332,30701,cz3,cz1
r0000333,30719,cz3,cz1
r0000334,30737,cz3,cz1
r0000335,30756,cz3,cz1
r0000336,30774,cz3,cz1
r0000337,30792,cz3,cz1
r0000338,30811,cz3,cz1
r0000339,30829,cz3,cz1
r0000340,30847,cz3,cz1
r0000341,30866,cz3,cz1
r0000342,30884,cz3,cz1
r0000343,30903,cz3,cz1
r0000344,30921,cz3,cz1
r0000345,30939,cz3,cz2
r0000346,30958,cz3,cz2
r0000347,30976,cz3,cz2
r0000348,30994,cz3,cz2
r0000349,31013,cz3,cz2
r0000350,31031,cz3,cz2
r0000351,31050,cz3,cz2
r0000352,31068,cz3,cz2
r0000353,31086,cz3,cz2
r0000354,31105,cz3,cz2
r0000355,31123,cz3,cz2
r0000356,31141,cz3,cz3
r0000357,31160,cz3,cz3
r0000358,31178,cz3,cz3
r0000359,31196,cz3,cz3
r0000360,31215,cz3,cz3
r0000361,31233,cz3,cz3
r0000362,31252,cz3,cz3
r0000363,31270,cz3,cz3
r0000364,31288,cz3,cz3
r0000365,31307,cz3,cz3
r0000366,31325,cz3,cz3
r0000367,31343,cz3,cz3
r0000368,31362,cz3,cz3
r0000369,31380,cz3,cz3
r0000370,31398,cz3,cz3
r0000371,31417,cz3,cz3
r0000372,31435,cz3,cz3
r0000373,31454,cz3,cz4
r0000374,31472,cz3,cz4
r0000375,31490,cz3,cz4
r0000376,31509,cz3,cz4
r0000377,31527,cz3,cz4
r0000378,31545,cz3,cz4
r0000379,31564,cz3,cz4
r0000380,31582,cz3,cz4
r0000381,31601,cz3,cz4
r0000382,31619,cz3,cz4
r0000383,31637,cz3,cz4
r0000384,31656,cz3,cz4
r0000385,31674,cz4,cz1
r0000386,31692,cz4,cz1
r0000387,31711,cz4,cz1
r0000388,31729,cz4,cz1
r0000389,31747,cz4,cz1
r0000390,31766,cz4,cz1
r0000391,31784,cz4,cz1
r0000392,31803,cz4,cz1
r0000393,31821,cz4,cz1
r0000394,31839,cz4,cz1
r0000395,31858,cz4,cz1
r0000396,31876,cz4,cz2
r0000397,31894,cz4,cz2
r0000398,31913,cz4,cz2
r0000399,31931,cz4,cz2
r0000400,31950,cz4,cz2
r0000401,31968,cz4,cz2
r0000402,31986,cz4,cz2
r0000403,32005,cz4,cz2
r0000404,32023,cz4,cz2
r0000405,32041,cz4,cz3
r0000406,32060,cz4,cz3
r0000407,32078,cz4,cz3
r0000408,32096,cz4,cz3
r0000409,32115,cz4,cz3
r0000410,32133,cz4,cz3
r0000411,32152,cz4,cz3
r0000412,32170,cz4,cz3
r0000413,32188,cz4,cz3
r0000414,32207,cz4,cz3
r0000415,32225,cz4,cz3
r0000416,32243,cz4,cz3
r0000417,32262,cz4,cz4
r0000418,32280,cz4,cz4
r0000419,32298,cz4,cz4
r0000420,32317,cz4,cz4
r0000421,32335,cz4,cz4
r0000422,32354,cz4,cz4
r0000423,32372,cz4,cz4
r0000424,32390,cz4,cz4
r0000425,32409,cz1,cz1
r0000426,32427,cz1,cz1
r0000427,32446,cz1,cz1
r0000428,32464,cz1,cz1
r0000429,32483,cz1,cz1
r0000430,32502,cz1,cz1
r0000431,32520,cz1,cz1
r0000432,32539,cz1,cz1
r0000433,32557,cz1,cz1
r0000434,32576,cz1,cz1
r0000435,32594,cz1,cz1
r0000436,32613,cz1,cz1
r0000437,32631,cz1,cz1
r0000438,32650,cz1,cz1
r0000439,32669,cz1,cz1
r0000440,32687,cz1,cz1
r0000441,32706,cz1,cz2
r0000442,32724,cz1,cz2
r0000443,32743,cz1,cz2
r0000444,32761,cz1,cz2
r0000445,32780,cz1,cz2
r0000446,32798,cz1,cz2
r0000447,32817,cz1,cz2
r0000448,32836,cz1,cz2
r0000449,32854,cz1,cz2
r0000450,32873,cz1,cz2
r0000451,32891,cz1,cz2
r0000452,32910,cz1,cz2
r0000453,32928,cz1,cz3
r0000454,32947,cz1,cz3
r0000455,32965,cz1,cz3
r0000456,32984,cz1,cz3
r0000457,33003,cz1,cz3
r0000458,33021,cz1,cz3
r0000459,33040,cz1,cz3
r0000460,33058,cz1,cz3
r0000461,33077,cz1,cz3
r0000462,33095,cz1,cz3
r0000463,33114,cz1,cz3
r0000464,33132,cz1,cz3
r0000465,33151,cz1,cz3
r0000466,33170,cz1,cz3
r0000467,33188,cz1,cz3
r0000468,33207,cz1,cz3
r0000469,33225,cz1,cz4
r0000470,33244,cz1,cz4
r0000471,33262,cz1,cz4
r0000472,33281,cz1,cz4
r0000473,33300,cz1,cz4
r0000474,33318,cz1,cz4
r0000475,33337,cz1,cz4
r0000476,33355,cz1,cz4
r0000477,33374,cz1,cz4
r0000478,33392,cz1,cz4
r0000479,33411,cz1,cz4
r0000480,33429,cz2,cz1
r0000481,33448,cz2,cz1
r0000482,33467,cz2,cz1
r0000483,33485,cz2,cz1
r0000484,33504,cz2,cz1
r0000485,33522,cz2,cz1
r0000486,33541,cz2,cz1
r0000487,33559,cz2,cz1
r0000488,33578,cz2,cz1
r0000489,33596,cz2,cz1
r0000490,33615,cz2,cz1
