request_id,request_time,origin_zone,destination_zone
r0000001,17,cz1,cz1
r0000002,51,cz1,cz1
r0000003,86,cz1,cz1
r0000004,121,cz1,cz1
r0000005,155,cz1,cz1
r0000006,190,cz1,cz1
r0000007,225,cz1,cz1
r0000008,259,cz1,cz1
r0000009,294,cz1,cz2
r0000010,328,cz1,cz2
r0000011,363,cz1,cz2
r0000012,398,cz1,cz2
r0000013,432,cz1,cz2
r0000014,467,cz1,cz2
r0000015,501,cz1,cz3
r0000016,536,cz1,cz3
r0000017,571,cz1,cz3
r0000018,605,cz1,cz3
r0000019,640,cz1,cz3
r0000020,675,cz1,cz3
r0000021,709,cz1,cz3
r0000022,744,cz1,cz3
r0000023,778,cz1,cz3
r0000024,813,cz1,cz4
r0000025,848,cz1,cz4
r0000026,882,cz1,cz4
r0000027,917,cz1,cz4
r0000028,951,cz1,cz4
r0000029,986,cz1,cz4
r0000030,1021,cz2,cz1
r0000031,1055,cz2,cz1
r0000032,1090,cz2,cz1
r0000033,1125,cz2,cz1
r0000034,1159,cz2,cz1
r0000035,1194,cz2,cz1
r0000036,1228,cz2,cz1
r0000037,1263,cz2,cz2
r0000038,1298,cz2,cz2
r0000039,1332,cz2,cz2
r0000040,1367,cz2,cz2
r0000041,1401,cz2,cz2
r0000042,1436,cz2,cz2
r0000043,1471,cz2,cz3
r0000044,1505,cz2,cz3
r0000045,1540,cz2,cz3
r0000046,1575,cz2,cz3
r0000047,1609,cz2,cz3
r0000048,1644,cz2,cz3
r0000049,1678,cz2,cz4
r0000050,1713,cz2,cz4
r0000051,1748,cz2,cz4
r0000052,1782,cz2,cz4
r0000053,1817,cz2,cz4
r0000054,1851,cz3,cz1
r0000055,1886,cz3,cz1
r0000056,1921,cz3,cz1
r0000057,1955,cz3,cz1
r0000058,1990,cz3,cz1
r0000059,2025,cz3,cz1
r0000060,2059,cz3,cz1
r0000061,2094,cz3,cz1
r0000062,2128,cz3,cz1
r0000063,2163,cz3,cz2
r0000064,2198,cz3,cz2
r0000065,2232,cz3,cz2
r0000066,2267,cz3,cz2
r0000067,2301,cz3,cz2
r0000068,2336,cz3,cz2
r0000069,2371,cz3,cz3
r0000070,2405,cz3,cz3
r0000071,2440,cz3,cz3
r0000072,2475,cz3,cz3
r0000073,2509,cz3,cz3
r0000074,2544,cz3,cz3
r0000075,2578,cz3,cz3
r0000076,2613,cz3,cz3
r0000077,2648,cz3,cz3
r0000078,2682,cz3,cz4
r0000079,2717,cz3,cz4
r0000080,2751,cz3,cz4
r0000081,2786,cz3,cz4
r0000082,2821,cz3,cz4
r0000083,2855,cz3,cz4
r0000084,2890,cz4,cz1
r0000085,2925,cz4,cz1
r0000086,2959,cz4,cz1
r0000087,2994,cz4,cz1
r0000088,3028,cz4,cz1
r0000089,3063,cz4,cz1
r0000090,3098,cz4,cz2
r0000091,3132,cz4,cz2
